resourceid,resourcename,resourceorganization,resourcetypeabbr,scheduledays,resourcetitle,ratecategory,step,rate_regular,rate_regular_night,rate_regular_sunday,rate_regular_sunday_night, rate_overtime, rate_overtime_night, rate_overtime_sunday_night
286-31-2549,"Hunt, Ann ES OFC",25,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
292-53-3106,"Sims, Paula ES OFC",25,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
308-27-1643,"Hicks, Brian ES OFC",25,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
381-44-0890,"Kaczmarski, Stuart ES OFC",25,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
400-57-5251,"Crandal, Billie ES OFC",25,Lead Advance,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
405-36-2643,"Schares, Jan ES OFC",25,INT,Sat - Wed,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
417-11-7148,"Abernathy, Rosa ES OFC",25,INT,Sat - Wed,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
477-74-8159,"Demulling, Josh ES OFC",25,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
508-50-3101,"Johnson, Alan ES OFC",25,PSS,Sat - Wed,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
533-11-5685,"Garcia, Howard ES OFC",25,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
543-14-8148,"Goode, Tim ES OFC",25,PSS,Wed - Sun,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
575-89-6089,"Mendoza, Douglas ES LT",25,PSS,Mon - Fri,Lieutenant,LE-5,11,53.79,59.17,67.24,72.62,80.69,86.07,99.51
599-40-5679,"Connor, Hershel ES OFC",25,INT,Sat - Wed,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
700-51-1747,"Gilbert, Raymond ES OFC",25,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
869-50-4177,"Alford, Coy ES OFC",25,INT,Sat - Wed,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
962-92-7156,"Mcclain, Toney ES OFC",25,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
984-50-1933,"Harrell, Sang ES OFC",25,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
052-16-1177,"Warnick, Rodney ES OFC",26,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
110-93-9485,"Mochel, Robin ES OFC",26,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
133-64-4087,"Hogenmiller, Edwin ES OFC",26,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
133-79-8537,"Spiker, Devin ES SGT",26,PSS,Mon - Fri,Sergeant,LE-4,8,43.41,47.75,54.26,58.61,65.12,69.46,80.31
137-19-7344,"Mutchler, Raymond ES OFC/T",26,PSS,Mon - Fri,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
265-69-3138,"Hewitt, Sonny ES SGT",26,RADIO,Mon - Fri,Sergeant,LE-4,5,37.91,41.7,47.39,51.18,56.87,60.66,70.13
433-00-7302,"Rizzuti, Helen ES OFC",26,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
487-25-9291,"Roman, Ellen ES SGT",26,PSS,Mon - Fri,Sergeant,LE-4,8,43.41,47.75,54.26,58.61,65.12,69.46,80.31
541-22-6610,"Eisenzimmer, Alfredo ES OFC",26,PSS,Wed - Sun,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
605-26-6371,"Carico, Charley ES OFC",26,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
667-61-0383,"Bradford, Lonny ES OFC",26,PSS,Wed - Sun,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
720-09-4803,"Keith, Deangelo ES OFC",26,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
727-84-1190,"Gerrits, Alton ES INS",26,PSS,Sat - Wed,Inspector,LE-8,9,62.96,69.26,78.7,85,62.96,69.26,85
861-27-1941,"Yarris, Melissa ES OFC",26,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
934-34-6369,"Dodson, Bret ES OFC",26,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
936-05-0705,"Ohmen, Clara ES OFC/T",26,PSS,Wed - Sun,Officer/Tech,LE-1T,3,31.56,34.72,39.45,42.61,47.34,50.5,58.39
959-26-7705,"Whiters, Dewayne ES OFC",26,PSS,Sat - Wed,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
986-78-3441,"Pryor, Nigel ES OFC",26,PSS,Wed - Sun,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
060-50-3501,"Aschbacher, Rory ES OFC",27,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
090-90-1197,"Pennington, Pierre ES OFC/T",27,Lead Advance,Mon - Fri,Officer/Tech,LE-1T,11,45.09,49.6,56.36,60.87,67.64,72.14,83.42
125-74-8371,"Ford, Patricia ES OFC",27,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
162-11-6468,"Leach, Long ES SGT",27,PSS,Sat - Wed,Sergeant,LE-4,5,37.91,41.7,47.39,51.18,56.87,60.66,70.13
174-52-8232,"Snaza, Loren ES OFC",27,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
385-47-7764,"Jensen, Gerald ES OFC/T",27,PSS,Mon - Fri,Officer/Tech,LE-1T,7,38.32,42.15,47.9,51.73,57.48,61.31,70.89
428-48-4805,"Occhipinti, Woodrow ES SGT/T",27,PSS,Mon - Fri,Sergeant/Tech,LE-4T,6,42.13,46.34,52.66,56.88,63.2,67.41,77.94
570-14-8222,"Jankins, Pamela ES OFC",27,PSS,Wed - Sun,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
605-59-4107,"Tchakian, Stephan ES OFC",27,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
619-05-1640,"Broadwell, Norma ES OFC",27,PSS,Sat - Wed,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
622-18-3282,"Carey, Jewell ES OFC",27,PSS,Wed - Sun,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
654-62-3612,"Odell, Zane ES OFC",27,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
812-49-4544,"Yarman, Cesar ES OFC",27,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
000-08-5873,"Ondersma, Devin ES OFC",28,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
108-41-3704,"Saucedo, Desmond ES OFC",28,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
167-76-5449,"Verd, Shaun ES OFC/T",28,PSS,Mon - Fri,Officer/Tech,LE-1T,5,34.94,38.43,43.68,47.17,52.41,55.9,64.64
202-37-5516,"Russell, Patrick ES OFC",28,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
309-67-4657,"Sallies, Terence ES OFC",28,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
313-89-8782,"Kent, Wes ES OFC",28,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
337-74-2698,"Diloreto, Roman ES OFC",28,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
382-00-2838,"Black, Joyce ES SGT/T",28,PSS,Mon - Fri,Sergeant/Tech,LE-4T,8,46.02,50.62,57.52,62.12,69.02,73.62,85.13
392-23-8997,"Corradini, Alejandro ES OFC",28,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
430-04-3698,"Hingst, Mary ES OFC",28,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
478-51-4032,"Kelii, Ismael ES OFC/T",28,PSS,Mon - Fri,Officer/Tech,LE-1T,3,31.56,34.72,39.45,42.61,47.34,50.5,58.39
644-73-8554,"Houck, Orlando ES OFC",28,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
686-02-9231,"Elder, Kennith ES CPT",28,PSS,Mon - Fri,Captain,LE-7,6,48.09,52.9,60.11,64.92,48.09,52.9,64.92
779-70-7624,"Pisani, Noe ES OFC",28,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
885-54-3386,"Lee, Martin ES OFC",28,PSS,Sat - Wed,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
925-24-8491,"Coffman, Antone ES OFC/T",28,INT,Sat - Wed,Officer/Tech,LE-1T,8,40.01,44.01,50.01,54.01,60.02,64.02,74.02
989-97-3873,"Ramirez, Christina ES OFC",28,PSS,Wed - Sun,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
124-07-0439,"Manquero, Yolanda ES CPT",29,PSS,Wed - Sun,Captain,LE-7,12,61.41,67.55,76.76,82.9,61.41,67.55,82.9
167-92-1338,"Walker, Lori ES OFC",29,INT,Sat - Wed,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
284-25-0713,"Steich, Lewis ES OFC",29,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
305-63-5980,"Mccarvill, Sheldon ES SGT",29,PSS,Mon - Fri,Sergeant,LE-4,9,45.25,49.77,56.56,61.08,67.87,72.39,83.71
319-14-1354,"Elhassan, Bert ES OFC",29,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
353-64-0661,"Sarcinelli, Dewayne ES OFC",29,INT,Sat - Wed,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
447-30-2284,"Bairam, Jeffery ES LT",29,PSS,Mon - Fri,Lieutenant,LE-5,12,55.81,61.39,69.76,75.34,83.71,89.29,103.24
451-62-5452,"Pellett, Sterling ES OFC",29,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
489-74-3129,"Callahan, Lesley ES LT",29,INT,Sat - Wed,Lieutenant,LE-5,10,51.78,56.95,64.72,69.9,77.67,82.84,95.79
517-59-5429,"Ballengee, Millard ES OFC",29,PSS,Wed - Sun,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
733-88-2292,"Moncur, Allen ES OFC/T",29,PSS,Mon - Fri,Officer/Tech,LE-1T,12,46.78,51.46,58.48,63.15,70.17,74.85,86.54
743-53-0972,"Eusebio, Lucas ES OFC",29,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
792-50-3536,"Hamilton, Arthur ES OFC",29,PSS,Wed - Sun,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
801-80-4667,"Price, Ronald ES OFC",29,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
817-68-9124,"Mcintyre, Desmond ES OFC",29,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
051-36-7070,"Hatler, Antonio ES OFC",30,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
211-32-8263,"Ramirez, Donald ES OFC/T",30,PSS,Mon - Fri,Officer/Tech,LE-1T,9,41.7,45.87,52.13,56.3,62.55,66.72,77.15
286-28-4819,"Fink, Manuel ES OFC",30,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
329-31-8758,"Gallagher, Fritz ES OFC",30,PSS,Sat - Wed,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
357-03-6920,"Gonya, Michael ES SGT",30,PSS,Wed - Sun,Sergeant,LE-4,8,43.41,47.75,54.26,58.61,65.12,69.46,80.31
402-84-5621,"Cline, Rosario ES OFC",30,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
448-94-8038,"Oconnor, Titus ES SGT/T",30,PSS,Wed - Sun,Sergeant/Tech,LE-4T,12,53.79,59.17,67.24,72.62,80.69,86.07,99.51
491-02-1871,"Matthews, Judy ES OFC",30,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
591-06-7919,"Paschke, Mary ES OFC",30,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
619-46-5473,"Warner, Bruce ES OFC",30,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
649-18-8910,"Baldwin, Ricky ES OFC",30,Lead Advance,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
697-53-5066,"Kelly, Lawrence ES OFC",30,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
714-92-9959,"Fekety, Javier ES OFC",30,INT,Sat - Wed,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
847-42-7511,"Rivera, Kimberly ES OFC",30,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
912-52-7087,"Lasure, Mike ES OFC/T",30,PSS,Mon - Fri,Officer/Tech,LE-1T,1,28.18,31,35.23,38.04,42.27,45.09,52.13
077-99-4712,"Graham, Gladys ES SGT/T",31,PSS,Sat - Wed,Sergeant/Tech,LE-4T,4,38.24,42.06,47.8,51.62,57.36,61.18,70.74
092-25-3565,"Albery, Jerry ES OFC/T",31,PSS,Mon - Fri,Officer/Tech,LE-1T,10,43.39,47.73,54.24,58.58,65.09,69.42,80.27
204-80-9250,"Munoz, Patrick ES OFC",31,PSS,Sat - Wed,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
296-32-0186,"Bond, Jamaal ES OFC",31,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
368-33-3371,"Kincheloe, Esther ES OFC/T",31,PSS,Mon - Fri,Officer/Tech,LE-1T,3,31.56,34.72,39.45,42.61,47.34,50.5,58.39
386-98-3444,"Hernandez, Steven ES OFC",31,PSS,Wed - Sun,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
428-47-0537,"Norfleet, Timmy ES OFC",31,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
473-72-7724,"Carideo, Nicolas ES SGT",31,PSS,Mon - Fri,Sergeant,LE-4,7,41.58,45.73,51.97,56.13,62.37,66.52,76.92
492-52-8755,"Hickey, Horacio ES OFC",31,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
571-28-5408,"Boin, Alejandro ES OFC",31,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
611-92-6456,"Jerez, Erica ES OFC",31,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
625-80-5492,"Larsen, Edgardo ES OFC",31,PSS,Wed - Sun,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
667-65-4340,"Crane, Issac ES OFC",31,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
686-66-4839,"Hall, Phillip ES OFC",31,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
717-10-7049,"Gillaspie, Michel ES OFC",31,PHYS SEC LEAD,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
764-86-9478,"Karnofski, Timmy ES OFC",31,PSS,Sat - Wed,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
765-93-3702,"Whitehead, Donn ES OFC",31,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
832-63-3947,"Galvan, Lindsey ES OFC",31,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
851-28-2256,"Hjort, Terrence ES OFC",31,INT,Sat - Wed,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
860-42-6783,"Sherman, Brad ES SGT",31,PSS,Mon - Fri,Sergeant,LE-4,12,50.75,55.83,63.44,68.51,76.13,81.2,93.89
895-02-3703,"Perez, Tony ES OFC",31,INT,Sat - Wed,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
021-94-5851,"Sechrest, Dave ES OFC",32,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
167-77-6655,"Robbins, Darrell ES CPT",32,PSS,Sat - Wed,Captain,LE-7,9,54.75,60.23,68.44,73.91,54.75,60.23,73.91
233-93-0653,"Hedin, Terrence ES OFC",32,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
242-03-5997,"Pena, Johnny ES SGT",32,PSS,Wed - Sun,Sergeant,LE-4,8,43.41,47.75,54.26,58.61,65.12,69.46,80.31
271-29-5712,"Brown, Elizabeth ES OFC",32,PSS,Wed - Sun,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
287-89-8917,"Campora, Alfredo ES OFC",32,INT,Sat - Wed,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
321-31-3398,"Shrum, Andrea ES SGT/T",32,PSS,Sat - Wed,Sergeant/Tech,LE-4T,10,49.9,54.89,62.38,67.37,74.85,79.84,92.32
355-31-6887,"Raff, Scotty ES SGT/T",32,RADIO,Mon - Fri,Sergeant/Tech,LE-4T,8,46.02,50.62,57.52,62.12,69.02,73.62,85.13
474-75-4562,"Hensley, Rico ES OFC",32,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
510-21-8482,"Rhees, Tyrone ES OFC",32,PSS,Wed - Sun,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
581-69-5798,"Plummer, Mauro ES SGT",32,PSS,Mon - Fri,Sergeant,LE-4,12,50.75,55.83,63.44,68.51,76.13,81.2,93.89
640-64-8936,"Girmazion, Ashley ES OFC",32,INT,Sat - Wed,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
670-01-8066,"Bullock, Simon ES OFC",32,INT,Sat - Wed,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
711-83-5621,"Moricca, Julius ES OFC",32,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
761-97-5833,"Lahaye, Chuck ES SGT/T",32,PSS,Sat - Wed,Sergeant/Tech,LE-4T,9,47.96,52.75,59.95,64.74,71.94,76.73,88.72
940-88-2143,"Arbuthnot, Carl ES SGT",32,PSS,Mon - Fri,Sergeant,LE-4,11,48.92,53.81,61.15,66.04,73.38,78.27,90.5
957-30-8035,"Savage, Zackary ES OFC",32,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
996-07-4280,"Evans, Ann ES SGT/T",32,INT,Sat - Wed,Sergeant/Tech,LE-4T,12,53.79,59.17,67.24,72.62,80.69,86.07,99.51
148-97-1680,"Mcleod, Bernie ES OFC/T",33,PHYS SEC LEAD,Mon - Fri,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
157-31-6926,"Rankin, Darwin ES OFC",33,PSS,Wed - Sun,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
223-40-3150,"Tran, Edwin ES OFC",33,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
292-82-1562,"Reindeau, Wilson ES OFC/T",33,PSS,Wed - Sun,Officer/Tech,LE-1T,11,45.09,49.6,56.36,60.87,67.64,72.14,83.42
302-62-7482,"Sanders, Anthony ES OFC",33,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
328-18-0899,"Wiskowski, Eugene ES OFC",33,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
343-69-6092,"Anderson, Judith ES OFC/T",33,INT,Sat - Wed,Officer/Tech,LE-1T,4,33.25,36.58,41.56,44.89,49.88,53.2,61.51
373-60-1151,"Colschen, Beth ES OFC/T",33,PSS,Wed - Sun,Officer/Tech,LE-1T,10,43.39,47.73,54.24,58.58,65.09,69.42,80.27
393-70-0130,"Drivas, Christian ES OFC",33,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
474-90-4352,"Shely, Domingo ES OFC",33,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
727-33-7319,"Imhof, Kristopher ES OFC",33,INT,Sat - Wed,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
782-28-1312,"Moss, Jeremy ES OFC",33,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
925-09-8704,"Ishizu, Terrell ES OFC/T",33,PSS,Sat - Wed,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
201-75-7647,"Ragazzo, April ES OFC",34,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
250-81-1272,"Schisler, Logan ES OFC",34,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
265-63-2457,"Lenske, Dorothy ES OFC",34,PSS,Wed - Sun,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
280-63-3838,"Walker, Kimberly ES SGT",34,PSS,Mon - Fri,Sergeant,LE-4,11,48.92,53.81,61.15,66.04,73.38,78.27,90.5
304-38-4098,"Melochick, Brett ES SGT/T",34,INT,Sat - Wed,Sergeant/Tech,LE-4T,10,49.9,54.89,62.38,67.37,74.85,79.84,92.32
373-72-6517,"Buffo, Jaime ES OFC",34,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
382-40-7847,"Scachette, Pablo ES OFC",34,RADIO,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
584-52-0269,"Osmer, Ron ES LT",34,PSS,Wed - Sun,Lieutenant,LE-5,10,51.78,56.95,64.72,69.9,77.67,82.84,95.79
798-91-4538,"Gibson, William ES OFC",34,PSS,Sat - Wed,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
870-83-8574,"Cuyler, Roland ES SGT",34,PHYS SEC LEAD,Mon - Fri,Sergeant,LE-4,6,39.74,43.71,49.68,53.65,59.61,63.58,73.52
943-87-1433,"Miller, Brandon ES SGT/T",34,PSS,Sat - Wed,Sergeant/Tech,LE-4T,8,46.02,50.62,57.52,62.12,69.02,73.62,85.13
984-32-9279,"Gitlin, Kirk ES OFC",34,PSS,Wed - Sun,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
000-31-9064,"Conner, Sam ES OFC",35,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
122-65-7855,"Merritt, Jody ES OFC",35,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
201-73-4188,"Rattliff, Kelly ES SGT",35,PSS,Mon - Fri,Sergeant,LE-4,7,41.58,45.73,51.97,56.13,62.37,66.52,76.92
305-85-6537,"Hobbs, Arlie ES OFC",35,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
418-99-7352,"Thomas, Rose ES OFC",35,PSS,Wed - Sun,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
512-47-5317,"Brantner, William ES OFC",35,RADIO,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
537-18-4340,"Guilianelli, Archie ES OFC",35,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
768-98-2629,"Contreras, Gayle ES OFC",35,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
795-50-1465,"Telman, Gregg ES OFC",35,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
886-47-7990,"Beasley, Bennie ES OFC/T",35,PSS,Mon - Fri,Officer/Tech,LE-1T,4,33.25,36.58,41.56,44.89,49.88,53.2,61.51
921-96-8350,"Ramirez, Judy ES OFC",35,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
099-77-1352,"Raikes, Gloria ES OFC",36,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
167-59-8517,"Berstein, Sherry ES OFC",36,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
306-07-8153,"Schroeder, Nicky ES OFC/T",36,PSS,Mon - Fri,Officer/Tech,LE-1T,1,28.18,31,35.23,38.04,42.27,45.09,52.13
412-34-9639,"Piehl, Walter ES OFC",36,PSS,Sat - Wed,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
607-65-9406,"Schrupp, Maxwell ES CPT",36,PSS,Wed - Sun,Captain,LE-7,12,61.41,67.55,76.76,82.9,61.41,67.55,82.9
694-06-6763,"Crest, Vaughn ES OFC",36,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
715-51-1487,"Mccray, Steve ES OFC",36,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
841-86-7793,"Ross, Adam ES OFC",36,PSS,Wed - Sun,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
937-37-4117,"Nichols, Heather ES OFC/T",36,Lead Advance,Mon - Fri,Officer/Tech,LE-1T,2,29.87,32.86,37.34,40.32,44.81,47.79,55.26
